well_id,easting,northing,depth_tvd_m,porosity_pct,gamma_ray_api,bulk_density_gcc,formation_top_tvd,formation_base_tvd,formation_thickness_m,distance_to_usp_km,flag,flag_reason
JUT-01,134098.0,451726.0,,,50.0831,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.6246,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.3588,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.3762,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.4556,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.272,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.2883,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.1856,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.0805,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.6104,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.1581,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.2324,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.7141,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.1968,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.6544,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.9431,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.1536,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.0211,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.8866,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.6517,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.288,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.9256,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.7753,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.3425,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.5323,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.8899,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.1875,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.1871,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.84,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.3613,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,45.1155,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.1759,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.0919,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.9435,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.5258,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.9855,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.9127,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.4487,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.2702,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,58.35,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.3629,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.3752,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.1154,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.9966,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.3267,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,55.3107,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.9236,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.4342,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.8603,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.0854,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.2815,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.4672,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.0592,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.1776,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.753,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.6777,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.6071,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.8036,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.0929,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.9561,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,44.7328,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,44.4521,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.0577,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.3983,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.7499,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.6768,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.1313,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.5862,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.0407,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.4991,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.4967,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.2064,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.4606,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.273,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.0866,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,57.7885,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,57.286,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.7843,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.499,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.3853,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.2718,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.1581,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.0444,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,55.7989,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.4161,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.3627,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.8966,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,55.6265,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.5863,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,59.036,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.9624,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.8877,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.2467,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.9062,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,55.5742,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.624,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.2362,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.0439,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.8555,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.6028,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.8507,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.0892,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.3269,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.9194,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.3512,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.7946,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.3164,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.9549,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.8305,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.594,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,56.3496,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.7455,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.3285,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.9969,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.942,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.3421,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.2969,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.0619,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.6576,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.2329,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,55.2545,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,55.5405,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.3478,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.4791,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.712,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.9454,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.0495,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.9072,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.306,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.2646,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.3278,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.7592,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,44.8004,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,42.84,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,40.8824,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,39.832,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,41.3452,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,45.195,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.6427,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.9829,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.7237,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.4657,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.201,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,48.4245,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.9408,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.1316,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.3225,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.5151,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.0782,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.7171,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,52.8463,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,51.4428,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,49.2271,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.377,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.7337,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.1106,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.4861,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.171,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,46.98,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,47.7787,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.4362,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.5405,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,54.6023,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,53.069,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
JUT-01,134098.0,451726.0,,,50.8291,,1659.5,1787.0,127.5,7.748433712693166,check,AH depth — deviated well needs TVD conversion before use
